events,date
"[{'type': '投资', 'offset': [197, 199], 'trigger': '投资', 'arguments': [{'mention': '公募基金', 'offset': [37, 41], 'role': '发布方'}]}]",
,2023-09-22
"[{'type': '投资', 'offset': [232, 234], 'trigger': '贷款', 'arguments': [{'mention': '邮储银行山西省分行', 'offset': [0, 9], 'role': '投资-sub'}]}]",
,2023-09-22
"[{'type': '支付/给付', 'offset': [126, 128], 'trigger': '兑换', 'arguments': [{'mention': '“苏银金选”基金优选品牌', 'offset': [153, 165], 'role': '发布产品'}, {'mention': '近日', 'offset': [0, 2], 'role': '时间'}]}, {'type': '介绍/引荐', 'offset': [174, 176], 'trigger': '推荐', 'arguments': [{'mention': '“苏银金选”基金优选品牌', 'offset': [153, 165], 'role': '发布产品'}, {'mention': '近日', 'offset': [0, 2], 'role': '时间'}]}]",
,2023-09-21
"[{'type': '组织/安排', 'offset': [81, 83], 'trigger': '成立', 'arguments': [{'mention': '晋中市分行', 'offset': [4, 9], 'role': '约谈发起方'}]}]",
,2023-09-21
"[{'type': '投资', 'offset': [28, 30], 'trigger': '投资', 'arguments': [{'mention': '中金山东高速', 'offset': [36, 42], 'role': '投资-obj'}, {'mention': '9月25日', 'offset': [58, 63], 'role': '投资-date'}]}, {'type': '股份股权转让', 'offset': [87, 89], 'trigger': '发行', 'arguments': [{'mention': '9月25日', 'offset': [58, 63], 'role': '投资-date'}, {'mention': '中金山东高速', 'offset': [36, 42], 'role': '投资-obj'}]}]",
,2023-09-21
"[{'type': '要求/请求', 'offset': [15, 17], 'trigger': '提出', 'arguments': [{'mention': '2020年9月22日', 'offset': [0, 10], 'role': '时间'}]}]",
,2023-09-21
"[{'type': '通知/提醒', 'offset': [68, 70], 'trigger': '敲响', 'arguments': [{'mention': '纽约证券交易所', 'offset': [61, 68], 'role': '地点'}, {'mention': '当地时间9月19日', 'offset': [0, 9], 'role': '时间'}]}, {'type': '支付/给付', 'offset': [115, 117], 'trigger': '融资', 'arguments': [{'mention': '当地时间9月19日', 'offset': [0, 9], 'role': '时间'}, {'mention': '纽约证券交易所', 'offset': [61, 68], 'role': '地点'}]}]",
,2023-09-20
"[{'type': '赔偿', 'offset': [227, 229], 'trigger': '损失', 'arguments': [{'mention': '日前', 'offset': [44, 46], 'role': '时间'}, {'mention': '联合国多家机构', 'offset': [47, 54], 'role': '发布方'}]}, {'type': '死亡', 'offset': [214, 216], 'trigger': '死亡', 'arguments': [{'mention': '联合国多家机构', 'offset': [47, 54], 'role': '发布方'}, {'mention': '日前', 'offset': [44, 46], 'role': '时间'}]}, {'type': '通知/提醒', 'offset': [73, 75], 'trigger': '报告', 'arguments': [{'mention': '联合国多家机构', 'offset': [47, 54], 'role': '发布方'}, {'mention': '日前', 'offset': [44, 46], 'role': '时间'}]}]",
,2023-09-20
"[{'type': '投资', 'offset': [195, 197], 'trigger': '投资', 'arguments': [{'mention': '到2050年实现净零', 'offset': [51, 61], 'role': '目标'}, {'mention': '2050年', 'offset': [52, 57], 'role': '时间'}]}, {'type': '帮助/救助', 'offset': [16, 18], 'trigger': '支持', 'arguments': [{'mention': '到2050年实现净零', 'offset': [51, 61], 'role': '目标'}, {'mention': '2050年', 'offset': [52, 57], 'role': '时间'}]}]",
,2023-09-20
"[{'type': '投资', 'offset': [187, 189], 'trigger': '贷款', 'arguments': [{'mention': '茶产业', 'offset': [245, 248], 'role': '投资-obj'}, {'mention': '3.21亿元', 'offset': [252, 258], 'role': '投资-money'}, {'mention': '厦门国际银行', 'offset': [48, 54], 'role': '投资-sub'}]}]",
,2023-09-20
"[{'type': '介绍/引荐', 'offset': [487, 489], 'trigger': '介绍', 'arguments': [{'mention': '中国金融学会绿色金融专业委员会主任马骏', 'offset': [20, 39], 'role': '约谈发起方'}, {'mention': '近日', 'offset': [17, 19], 'role': '时间'}, {'mention': '新京报贝壳财经等媒体', 'offset': [42, 52], 'role': '约谈对象'}]}, {'type': '介绍/引荐', 'offset': [189, 191], 'trigger': '引入', 'arguments': [{'mention': '中国金融学会绿色金融专业委员会主任马骏', 'offset': [20, 39], 'role': '约谈发起方'}, {'mention': '新京报贝壳财经等媒体', 'offset': [42, 52], 'role': '约谈对象'}, {'mention': '近日', 'offset': [17, 19], 'role': '时间'}]}]",
,2023-09-20
"[{'type': '通知/提醒', 'offset': [83, 85], 'trigger': '通知', 'arguments': [{'mention': '银保监会', 'offset': [206, 210], 'role': '发布方'}, {'mention': '绿色融资统计制度', 'offset': [215, 223], 'role': '发布产品'}, {'mention': '2020年6月9日', 'offset': [196, 205], 'role': '时间'}]}]",
,2023-09-19
"[{'type': '介绍/引荐', 'offset': [95, 97], 'trigger': '支持', 'arguments': [{'mention': '黄剑雄', 'offset': [12, 15], 'role': '会见主体'}, {'mention': '9月18日', 'offset': [0, 5], 'role': '时间'}, {'mention': '市委副书记、市长王永辉', 'offset': [16, 27], 'role': '会见主体'}]}, {'type': '帮助/救助', 'offset': [95, 97], 'trigger': '支持', 'arguments': [{'mention': '黄剑雄', 'offset': [12, 15], 'role': '会见主体'}, {'mention': '9月18日', 'offset': [0, 5], 'role': '时间'}, {'mention': '市委副书记、市长王永辉', 'offset': [16, 27], 'role': '会见主体'}]}, {'type': '帮助/救助', 'offset': [144, 146], 'trigger': '帮扶', 'arguments': [{'mention': '9月18日', 'offset': [0, 5], 'role': '时间'}, {'mention': '市委副书记、市长王永辉', 'offset': [16, 27], 'role': '会见主体'}, {'mention': '黄剑雄', 'offset': [12, 15], 'role': '会见主体'}]}]",
,2023-09-19
"[{'type': '分赃', 'offset': [26, 28], 'trigger': '分红', 'arguments': [{'mention': '中航基金管理有限公司', 'offset': [42, 52], 'role': '分红方'}, {'mention': '中航瑞华ESG一年定期开放债券型发起式证券投资基金', 'offset': [56, 81], 'role': '分红物'}, {'mention': '9月20日', 'offset': [29, 34], 'role': '时间'}]}]",
,2023-09-19
"[{'type': '介绍/引荐', 'offset': [249, 251], 'trigger': '公布', 'arguments': [{'mention': '气候融资改革的“路线图”', 'offset': [252, 264], 'role': '发布产品'}, {'mention': '世界银行', 'offset': [27, 31], 'role': '发布方'}]}, {'type': '投资', 'offset': [119, 121], 'trigger': '贷款', 'arguments': [{'mention': '气候融资改革的“路线图”', 'offset': [252, 264], 'role': '发布产品'}, {'mention': '世界银行', 'offset': [27, 31], 'role': '发布方'}]}]",
,2023-09-19
"[{'type': '提供', 'offset': [51, 53], 'trigger': '提供', 'arguments': [{'mention': '生态贷', 'offset': [35, 38], 'role': '投资-obj'}, {'mention': '广西壮族自治区', 'offset': [15, 22], 'role': '投资-sub'}]}, {'type': '帮助/救助', 'offset': [132, 134], 'trigger': '帮助', 'arguments': [{'mention': '生态贷', 'offset': [35, 38], 'role': '投资-obj'}, {'mention': '广西壮族自治区', 'offset': [15, 22], 'role': '投资-sub'}]}]",
,2023-09-19
"[{'type': '通知/提醒', 'offset': [63, 65], 'trigger': '通知', 'arguments': [{'mention': '日前', 'offset': [0, 2], 'role': '时间'}]}]",
,2023-09-19
"[{'type': '邀请/招揽', 'offset': [41, 43], 'trigger': '致辞', 'arguments': [{'mention': '9月17日', 'offset': [0, 5], 'role': '时间'}, {'mention': '北京市人民政府副市长靳伟', 'offset': [6, 18], 'role': '约谈对象'}, {'mention': '北京市人民政府副市长靳伟', 'offset': [6, 18], 'role': '约谈发起方'}]}, {'type': '买卖', 'offset': [103, 105], 'trigger': '交易', 'arguments': [{'mention': '北京市人民政府副市长靳伟', 'offset': [6, 18], 'role': '约谈对象'}, {'mention': '北京市人民政府副市长靳伟', 'offset': [6, 18], 'role': '约谈发起方'}, {'mention': '9月17日', 'offset': [0, 5], 'role': '时间'}]}, {'type': '要求/请求', 'offset': [133, 135], 'trigger': '申请', 'arguments': [{'mention': '北京市人民政府副市长靳伟', 'offset': [6, 18], 'role': '约谈发起方'}, {'mention': '9月17日', 'offset': [0, 5], 'role': '时间'}, {'mention': '北京市人民政府副市长靳伟', 'offset': [6, 18], 'role': '约谈对象'}]}]",
,2023-09-19
"[{'type': '通知/提醒', 'offset': [42, 44], 'trigger': '致辞', 'arguments': [{'mention': '9月17日', 'offset': [0, 5], 'role': '时间'}, {'mention': '中国建设银行副行长纪志宏', 'offset': [6, 18], 'role': '发布方'}, {'mention': '绿色资产', 'offset': [160, 164], 'role': '发布产品'}]}]",
,2023-09-18
"[{'type': '介绍/引荐', 'offset': [192, 194], 'trigger': '介绍', 'arguments': [{'mention': '绿色贷款转向统计制度的通知', 'offset': [152, 165], 'role': '发布产品'}, {'mention': '安永大中华区金融服务气候变化与可持续发展合伙人李菁', 'offset': [0, 25], 'role': '发布方'}, {'mention': '绿色债券支持项目目录', 'offset': [119, 129], 'role': '发布产品'}]}]",
,2023-09-18
"[{'type': '投资', 'offset': [42, 44], 'trigger': '投资', 'arguments': [{'mention': '商业银行', 'offset': [126, 130], 'role': '投资-sub'}, {'mention': 'ESG', 'offset': [12, 15], 'role': '投资-obj'}]}, {'type': '股份股权转让', 'offset': [111, 113], 'trigger': '发行', 'arguments': [{'mention': 'ESG', 'offset': [12, 15], 'role': '投资-obj'}, {'mention': '商业银行', 'offset': [126, 130], 'role': '投资-sub'}]}]",
,2023-09-18
"[{'type': '提供', 'offset': [216, 218], 'trigger': '提供', 'arguments': [{'mention': '国务院', 'offset': [107, 110], 'role': '发布方'}, {'mention': '《2030年前碳达峰行动方案》', 'offset': [112, 127], 'role': '发布产品'}, {'mention': '一年后', 'offset': [103, 106], 'role': '时间'}]}, {'type': '要求/请求', 'offset': [2341, 2343], 'trigger': '要求', 'arguments': [{'mention': '《2030年前碳达峰行动方案》', 'offset': [112, 127], 'role': '发布产品'}, {'mention': '一年后', 'offset': [103, 106], 'role': '时间'}, {'mention': '国务院', 'offset': [107, 110], 'role': '发布方'}]}]",
,2023-09-18
[],
,2023-09-18
"[{'type': '投资', 'offset': [117, 119], 'trigger': '投资', 'arguments': [{'mention': '中船租赁', 'offset': [35, 39], 'role': '股份股权转让-target-company'}, {'mention': '中船租赁', 'offset': [35, 39], 'role': '股份股权转让-obj-org'}]}, {'type': '股份股权转让', 'offset': [41, 43], 'trigger': '发行', 'arguments': [{'mention': '中船租赁', 'offset': [35, 39], 'role': '股份股权转让-obj-org'}, {'mention': '中船租赁', 'offset': [35, 39], 'role': '股份股权转让-target-company'}]}, {'type': '投资', 'offset': [41, 43], 'trigger': '发行', 'arguments': [{'mention': '中船租赁', 'offset': [35, 39], 'role': '股份股权转让-obj-org'}, {'mention': '中船租赁', 'offset': [35, 39], 'role': '股份股权转让-target-company'}]}]",
,2023-09-18
"[{'type': '介绍/引荐', 'offset': [22, 24], 'trigger': '获取', 'arguments': [{'mention': '仙女山', 'offset': [177, 180], 'role': '投资-obj'}, {'mention': '重庆三峡银行', 'offset': [237, 243], 'role': '投资-sub'}]}, {'type': '减持', 'offset': [221, 223], 'trigger': '减排', 'arguments': [{'mention': '仙女山', 'offset': [177, 180], 'role': '投资-obj'}, {'mention': '重庆三峡银行', 'offset': [237, 243], 'role': '投资-sub'}]}, {'type': '介绍/引荐', 'offset': [512, 514], 'trigger': '介绍', 'arguments': [{'mention': '重庆三峡银行', 'offset': [237, 243], 'role': '投资-sub'}, {'mention': '仙女山', 'offset': [177, 180], 'role': '投资-obj'}]}, {'type': '帮助/救助', 'offset': [92, 94], 'trigger': '助推', 'arguments': [{'mention': '重庆三峡银行', 'offset': [237, 243], 'role': '投资-sub'}, {'mention': '仙女山', 'offset': [177, 180], 'role': '投资-obj'}]}]",
,2023-09-18
[],
,2023-09-18
"[{'type': '投资', 'offset': [36, 38], 'trigger': '投资', 'arguments': [{'mention': '建信金风新能源封闭式基础设施证券投资基金', 'offset': [148, 168], 'role': '投资-obj'}, {'mention': '建信金风REIT', 'offset': [173, 181], 'role': '投资-obj'}]}]",
,2023-09-18
"[{'type': '介绍/引荐', 'offset': [293, 295], 'trigger': '介绍', 'arguments': [{'mention': '武汉市服务业扩大开放综合试点实施方案', 'offset': [23, 41], 'role': '发布产品'}, {'mention': '武汉市', 'offset': [6, 9], 'role': '发布方'}]}]",
,2023-09-15
"[{'type': '投资', 'offset': [61, 63], 'trigger': '投资', 'arguments': [{'mention': '9月13日', 'offset': [24, 29], 'role': '时间'}, {'mention': 'ESG和气候因素', 'offset': [94, 102], 'role': '发布产品'}]}]",
,2023-09-15
"[{'type': '放贷', 'offset': [87, 89], 'trigger': '发放', 'arguments': [{'mention': '申能财务公司', 'offset': [51, 57], 'role': '融资方'}, {'mention': '近日', 'offset': [58, 60], 'role': '时间'}, {'mention': '申能集团能服申欣板块下属申欣环保山西桃园瓦斯发电项目', 'offset': [61, 87], 'role': '领投方'}, {'mention': '2000万元', 'offset': [92, 98], 'role': '融资金额'}]}, {'type': '放贷', 'offset': [109, 111], 'trigger': '贷款', 'arguments': [{'mention': '申能财务公司', 'offset': [51, 57], 'role': '融资方'}, {'mention': '申能集团能服申欣板块下属申欣环保山西桃园瓦斯发电项目', 'offset': [61, 87], 'role': '领投方'}, {'mention': '2000万元', 'offset': [92, 98], 'role': '融资金额'}, {'mention': '近日', 'offset': [58, 60], 'role': '时间'}]}]",
,2023-09-15
"[{'type': '投资', 'offset': [22, 24], 'trigger': '投资', 'arguments': [{'mention': '路博迈中国绿色债券债券型证券投资基金', 'offset': [8, 26], 'role': '股份股权转让-target-company'}, {'mention': '魏丽', 'offset': [212, 214], 'role': '股份股权转让-sub-per'}]}, {'type': '股份股权转让', 'offset': [151, 153], 'trigger': '发行', 'arguments': [{'mention': '魏丽', 'offset': [212, 214], 'role': '股份股权转让-sub-per'}, {'mention': '路博迈中国绿色债券债券型证券投资基金', 'offset': [8, 26], 'role': '股份股权转让-target-company'}]}]",
,2023-09-14
"[{'type': '投资', 'offset': [117, 119], 'trigger': '集资', 'arguments': [{'mention': '第5届一带一路税收征管合作论坛', 'offset': [174, 189], 'role': '活动名称'}, {'mention': '明年9月', 'offset': [167, 171], 'role': '时间'}]}]",
,2023-09-14
"[{'type': '放贷', 'offset': [25, 27], 'trigger': '贷款', 'arguments': [{'mention': '9月11日', 'offset': [0, 5], 'role': '时间'}, {'mention': '华能(雄安)城市综合能源服务有限公司', 'offset': [53, 71], 'role': '融资方'}, {'mention': '首笔“碳中和挂钩”贷款', 'offset': [16, 27], 'role': '融资轮次'}, {'mention': '交通银行河北雄安分行', 'offset': [42, 52], 'role': '领投方'}, {'mention': '华能(雄安)城市综合能源服务有限公司项目', 'offset': [53, 73], 'role': '跟投方'}]}]",
,2023-09-13
[],
,2023-09-13
"[{'type': '通知/提醒', 'offset': [72, 74], 'trigger': '通知', 'arguments': [{'mention': '绿色金融特色机构', 'offset': [104, 112], 'role': '投资-obj'}, {'mention': '北京市通州区政府', 'offset': [155, 163], 'role': '投资-sub'}]}]",
,2023-09-12
[],
,2023-09-12
"[{'type': '提供', 'offset': [79, 81], 'trigger': '发放', 'arguments': [{'mention': '近日', 'offset': [0, 2], 'role': '时间'}, {'mention': '交通银行河北雄安分行', 'offset': [48, 58], 'role': '发布方'}, {'mention': '河北省首笔“碳中和挂钩”贷款', 'offset': [21, 35], 'role': '发布产品'}, {'mention': '华能(雄安)城市综合能源服务有限公司项目', 'offset': [59, 79], 'role': '发布方'}]}, {'type': '提供', 'offset': [636, 638], 'trigger': '提供', 'arguments': [{'mention': '交通银行河北雄安分行', 'offset': [48, 58], 'role': '发布方'}, {'mention': '华能(雄安)城市综合能源服务有限公司项目', 'offset': [59, 79], 'role': '发布方'}, {'mention': '河北省首笔“碳中和挂钩”贷款', 'offset': [21, 35], 'role': '发布产品'}, {'mention': '近日', 'offset': [0, 2], 'role': '时间'}]}]",
,2023-09-12
"[{'type': '支付/给付', 'offset': [64, 66], 'trigger': '增资', 'arguments': [{'mention': '绿色气候基金', 'offset': [50, 56], 'role': '被感谢人'}, {'mention': '9月9日', 'offset': [25, 29], 'role': '时间'}]}]",
,2023-09-12
"[{'type': '放贷', 'offset': [47, 49], 'trigger': '贷款', 'arguments': [{'mention': '商水县高标准农田建设项目提升工程', 'offset': [112, 128], 'role': '投资-obj'}, {'mention': '2.05亿元', 'offset': [100, 106], 'role': '投资-money'}]}]",
,2023-09-12
"[{'type': '支付/给付', 'offset': [124, 126], 'trigger': '发行', 'arguments': [{'mention': '9月11日', 'offset': [0, 5], 'role': '时间'}, {'mention': '熊猫债', 'offset': [121, 124], 'role': '发布产品'}]}]",
,2023-09-12
